
影音,#group#
华文五套,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
TVB娱乐新闻台,http://smt.1678520.xyz/smt3.2.3.php?id=Tvbentertainment
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
明珠台,http://smt.1678520.xyz/smt3.2.3.php?id=pearl_twn
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
台湾|唯心WXTV2,http://61.216.67.119:1935/wxtv/wxtv.stream/playlist.m3u8
华文四套,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
龙华电影台,http://cdn8.163189.xyz/163189/lhdy
龙华日韩台,http://cdn8.163189.xyz/163189/lhrh
龙华偶像台,http://cdn8.163189.xyz/163189/lhox
龙华经典台,http://cdn8.163189.xyz/163189/lhjd
Astro QJ,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Quanjia
唯心,https://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
Astro AOD,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Aodhd
ViuTVSix,http://smt.1678520.xyz/smt3.2.3.php?id=viusix_twn
龙华戏剧台,http://cdn8.163189.xyz/163189/lhxj
习主席2025年93阅兵完整版,https://vd3.bdstatic.com/mda-ri2b90is4f6p4shy/cae_h264/1756888200825139529/mda-ri2b90is4f6p4shy.mp4
千禧经典台,http://smt.1678520.xyz/smt3.2.3.php?id=Tvbclassic
重温经典,http://38.75.136.137:82/live1/jsb.m3u8?id=cwjd&ip=whus28&usign=1LR7Q-EFMMTvbEbLXeCmxA
周润发,http://38.75.136.137:82/live1/jsb.m3u8?id=lbzrf&usign=1LR7Q-EFMMTvbEbLXeCmxA
伊太刀刀,http://tv.ximix.us/douyu/747764
Astro QJ,http://smt.1678520.xyz/smt3.2.3.php?id=Quanjia
TVB Plus,https://smt.1678520.xyz/163189/de659ed6e3ab1e55
Astro AEC,http://smt.1678520.xyz/smt3.2.3.php?id=AEC
悟道法师,https://tw2.amtb.de/liveedge/_definst_/smil:wdmaster.smil/playlist.m3u8
Only丶邵氏,http://tv.ximix.us/douyu/4246519
香港佛陀,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
baby丶贝贝,http://tv.ximix.us/douyu/431460
三時繫念法會,https://sg1.amtb.de/liveedge/_definst_/smil:sanshi_720p.smil/chunklist_w156722507_b828000.m3u8
华藏卫视,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
网络念佛堂,https://sg1.amtb.de/liveedge/_definst_/smil:amtb.smil/chunklist_w1128537717_b428000.m3u8
橙記Orange丶,http://tv.ximix.us/douyu/4549169
小毅主播q,http://tv.ximix.us/douyu/6906628
竹叶的熊猫,http://tv.ximix.us/douyu/3870925
小毅主播e,http://tv.ximix.us/douyu/11851549
永远快乐的小美女,http://tv.ximix.us/douyu/6091425
奇光主播q,http://tv.ximix.us/douyu/12560807
秋月剪水,http://tv.ximix.us/douyu/9588891
贾玲经典小品,http://tv.ximix.us/douyu/10419541
赵本山经典小品,http://tv.ximix.us/douyu/9817716
宋小宝小品,http://tv.ximix.us/douyu/9817729
无线新闻台,http://r.jdshipin.com/CkuBd
东森戏剧,https://smt.1678520.xyz/163189/f60cd3f14b06dabc
Poison丶冰冰,http://tv.ximix.us/douyu/74374
成龙,http://38.75.136.137:82/live1/jsb.m3u8?id=lbcl&ip=whus21&usign=1LR7Q-EFMMTvbEbLXeCmxA
龙祥时代,https://smt.1678520.xyz/163189/6963a2247128286b
奇光主播e,http://tv.ximix.us/douyu/11849873
开心麻花经典小品,http://tv.ximix.us/douyu/10153463
奇光主播,http://tv.ximix.us/douyu/8009547
傲天皇妃sama,http://tv.ximix.us/douyu/2073
HOY资讯台,http://smt.1678520.xyz/smt3.2.3.php?id=hoycaijing_twn
网神影厅,http://tv.ximix.us/douyu/508118
TVB星河,http://r.jdshipin.com/sXuuD
翡翠台,http://r.jdshipin.com/n90gt
华丽翡翠台,http://r.jdshipin.com/thuYX
凤凰中文,https://php.jdshipin.com:2096/smt.php?id=phoenixtv_hd
华丽翡翠台,https://php.jdshipin.com:2096/smt.php?id=Tvbjade
爱奇艺,https://php.jdshipin.com:2096/smt.php?id=Qiyi
Astro AOD,https://php.jdshipin.com:2096/smt.php?id=Aodhd
天映经典,https://php.jdshipin.com:2096/smt.php?id=Celestial2
凤凰香港,https://php.jdshipin.com:2096/smt.php?id=hkphoenix_twn
美亚电影台,https://php.jdshipin.com:2096/smt.php?id=meiyamovie_twn
八度空间,https://php.jdshipin.com:2096/smt.php?id=TV8



极速港台2,#genre#,DE=3
无线新闻台,http://67.220.71.199:2347/livehttpplay?channel_id=20123
无线新闻台,http://67.220.71.199:2347/livehttpplay?channel_id=30024
翡翠台,http://67.220.71.199:2347/livehttpplay?channel_id=30025
明珠台,http://67.220.71.199:2347/livehttpplay?channel_id=20125
明珠台,http://67.220.71.199:2347/livehttpplay?channel_id=30026
TVB PLUS,http://67.220.71.199:2347/livehttpplay?channel_id=30023
MYTV SUPER 1,http://67.220.71.199:2347/livehttpplay?channel_id=13022
HOY 77,http://67.220.71.199:2347/livehttpplay?channel_id=20152
VIUTV,http://67.220.71.199:2347/livehttpplay?channel_id=20131
VIUTV,http://67.220.71.199:2347/livehttpplay?channel_id=30032
VIUTV 6,http://67.220.71.199:2347/livehttpplay?channel_id=20132
VIUTV 6,http://67.220.71.199:2347/livehttpplay?channel_id=30033
RTHK 31,http://67.220.71.199:2347/livehttpplay?channel_id=30066
RTHK 32,http://67.220.71.199:2347/livehttpplay?channel_id=20203
RTHK 32,http://67.220.71.199:2347/livehttpplay?channel_id=30028
RTHK 32,http://67.220.71.199:2347/livehttpplay?channel_id=30067
CCTV 4K,http://67.220.71.199:2347/livehttpplay?channel_id=30029
广东珠江,http://67.220.71.199:2347/livehttpplay?channel_id=20144
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=12028
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=20130
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=30031
广东岭南戏曲,http://67.220.71.199:2347/livehttpplay?channel_id=20142
博斯網球,http://67.220.71.199:2347/livehttpplay?channel_id=42026

极速NOW,#genre#
翡翠台,https://flv-play.clouda.com/live/fc-HobLLf3dW4nB9nQMuFKNh0bpRdHHydvDLr3T6aW4VpCjyzH4cexufE6A845LlMDucBSORN7g1wXoCg6GXgiM0MhS.flv
无线新闻,https://flv-play.clouda.com/live/wxxw-VwZhG1x9hLCwReaguCg88TzThcD106VyDTku9beoGAAb1gQ0ls3pI6Mw9dGLnnXEdgTWcLV4l9rttWgKHUFeHEbb.flv
TVB plus,https://flv-play.clouda.com/live/tvb-FprfdHRC4E2zEY1wj7Pb4QGnSbcnZQUmKI312vWZBCiYtgtDLOyBp99qnWsgOOpwzBS6GW0yVjbAPGcFvA6sbnc3.flv
明珠台,https://flv-play.clouda.com/live/mz-0tSKiaEPCx5XFB8L59XI04UCPNTxbG3EFgRr2p3qKYurvOF5o3UDDSfQhxsJFN4aS9nz3Z1MvB7PTrJG4X6Bym52.flv
NOW星影台,rtmp://digital-live-pull.zegonetwork.com/live/xiangjiaoge-xy
NOW爆谷台,rtmp://digital-live-pull.zegonetwork.com/live/xiangjiaoge-bg
凤凰咨询,http://feilong123.vip/409990236/hktv.php?id=1
凤凰香港,http://feilong123.vip/409990236/hktv.php?id=2
凤凰中文,http://feilong123.vip/409990236/hktv.php?id=3

NOW体育1,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382843&extension=ts&play_token=KANAeecxcz
NOW体育2,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382842&extension=ts&play_token=MCoDoR8s9G
NOW体育3,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382841&extension=ts&play_token=5uiKCGTNCF
NOW体育4,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382840&extension=ts&play_token=eoeYdjrkUg
NOW体育5,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382839&extension=ts&play_token=lu0NOftGgg
NOW体育6,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382838&extension=ts&play_token=WQ4pi5DTy3
NOW体育7,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382837&extension=ts&play_token=rRmhe1TsX7
NOW体育4K1,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382836&extension=ts&play_token=jSAYXQsMoY
NOW体育,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382834&extension=ts&play_token=JBOlpsgTKU
NOW英超1台,http://109.61.81.147:1935/cdn7/767/mpegts?token=1d8c18a3d377f5418d2501aa54082b60
NOW英超1台,http://109.61.81.147:1935/cdn7/767/mpegts?token=1d8c18a3d377f5418d2501aa54082b60

NOW体育1,http://206.212.246.239/live/Cori/123456/236720.m3u8
NOW体育2,http://206.212.246.239/live/Cori/123456/236721.m3u8
NOW体育3,http://206.212.246.239/live/Cori/123456/236722.m3u8
NOW体育4,http://206.212.246.239/live/Cori/123456/236723.m3u8
NOW体育5,http://206.212.246.239/live/Cori/123456/236724.m3u8
NOW体育6,http://206.212.246.239/live/Cori/123456/236725.m3u8
NOW体育7,http://206.212.246.239/live/Cori/123456/236726.m3u8
NOW体育精选,http://best-8k.org/live/jjyw70ss4w/ek5ui8ithc/313830.m3u8
NOW体育4K 1,http://best-8k.org/live/jjyw70ss4w/ek5ui8ithc/641325.m3u8
NOW体育4K 1 粤语,http://154.222.16.140:9999/2746691
NOW英超 TV,http://best-8k.org/live/jjyw70ss4w/ek5ui8ithc/313829.m3u8
NOW英超1,http://206.212.246.239/live/Cori/123456/236727.m3u8
NOW英超1粤语,http://154.222.16.140:9999/2746690
NOW英超2,http://206.212.246.239/live/Cori/123456/236728.m3u8
NOW英超3,http://206.212.246.239/live/Cori/123456/236729.m3u8
NOW英超4,http://206.212.246.239/live/Cori/123456/236730.m3u8
NOW英超5,http://206.212.246.239/live/Cori/123456/236731.m3u8
NOW英超6,http://206.212.246.239/live/Cori/123456/236732.m3u8
德甲1,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/1138922.m3u8
德甲1,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/1138922.m3u8
德甲2,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/1030380.m3u8
德甲2,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/1030380.m3u8
德甲3,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/606323.m3u8
德甲3,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/606323.m3u8
德甲4,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/1138926.m3u8
德甲4,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/1138926.m3u8
德甲5,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/1138927.m3u8
德甲5,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/1138927.m3u8
欧洲体育1,https://cdn-1.ttvb.eu.org/api/Eurosport-1/index.m3u8
欧洲体育2,https://cdn-1.ttvb.eu.org/api/Eurosport-2/index.m3u8
英国TNT体育1,http://89.187.179.148:826/anto.j/c9yJDcXyPe/110708
英国TNT体育2,http://89.187.179.148:826/anto.j/c9yJDcXyPe/89213
英国TNT体育3,http://89.187.179.148:826/anto.j/c9yJDcXyPe/89212
英国TNT体育4,http://89.187.179.148:826/anto.j/c9yJDcXyPe/89211
英国TNT体育4K,http://89.187.179.148:826/anto.j/c9yJDcXyPe/119906
英国TNT体育4K,http://206.212.246.239/live/Cori/123456/224931.m3u8
英国PREMIER SPORTS 1,http://best-8k.org/live/jjyw70ss4w/ek5ui8ithc/303258.m3u8
英国PREMIER SPORTS 1,http://89.187.179.148:826/anto.j/c9yJDcXyPe/98771
英国PREMIER SPORTS 2,http://best-8k.org/live/jjyw70ss4w/ek5ui8ithc/303257.m3u8
英国PREMIER SPORTS 2,http://89.187.179.148:826/anto.j/c9yJDcXyPe/98770
美国ESPN,http://89.187.179.148:826/anto.j/c9yJDcXyPe/119665
美国ESPN2,http://89.187.179.148:826/anto.j/c9yJDcXyPe/119666
美国ESPN NEWS,http://89.187.179.148:826/anto.j/c9yJDcXyPe/1275
美国ESPN U,http://89.187.179.148:826/anto.j/c9yJDcXyPe/1274
美国ESPN SEC NETWORK,http://89.187.179.148:826/anto.j/c9yJDcXyPe/1419
美国ESPN ACC NETWORK,http://89.187.179.148:826/anto.j/c9yJDcXyPe/98754
美国ESPN8 THE OCHO,https://d3b6q2ou5kp8ke.cloudfront.net/ESPNTheOcho.m3u8
美国NBA,http://103.148.44.38:8000/play/a03m/index.m3u8
美国NBA,http://23.237.104.106:8080/USA_NBA/tracks-v1a1/mono.m3u8
美国beIN体育,http://23.237.104.106:8080/USA_BEIN/tracks-v1a1/mono.m3u8

极速风云,#genre#,DE=3
SPOTV,http://iptv.4666888.xyz/iptv2A.php?id=2 
SPOTV2,http://iptv.4666888.xyz/iptv2A.php?id=1 
astroFootball,http://iptv.4666888.xyz/iptv2A.php?id=4 
TntSports1,http://iptv.4666888.xyz/iptv2A.php?id=3 
智林體育,http://iptv.4666888.xyz/iptv2A.php?id=5 
JSPORTS1,http://iptv.4666888.xyz/iptv2A.php?id=6 
SkyTennis+,http://iptv.4666888.xyz/iptv2A.php?id=62 
鳳凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27 
TVB黃金華劇,http://iptv.4666888.xyz/iptv2A.php?id=34 
TVB翡翠(馬來),http://iptv.4666888.xyz/iptv2A.php?id=28 
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29 
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26 
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25 
千禧經典,http://iptv.4666888.xyz/iptv2A.php?id=22 
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35 
TVB-獎門人,http://iptv.4666888.xyz/iptv2A.php?id=31 
TVB-金曲,http://iptv.4666888.xyz/iptv2A.php?id=57 
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23 
TVB娛樂新聞,http://iptv.4666888.xyz/iptv2A.php?id=36 
MYTV黃金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=32 
TVB翡翠劇集,http://iptv.4666888.xyz/iptv2A.php?id=33 
澳視澳門,http://iptv.4666888.xyz/iptv2A.php?id=41 
中國電影,http://iptv.4666888.xyz/iptv2A.php?id=61 
TVBS新聞,http://iptv.4666888.xyz/iptv2A.php?id=43 
非凡新聞,http://iptv.4666888.xyz/iptv2A.php?id=44 
民視,http://iptv.4666888.xyz/iptv2A.php?id=55 
華藝中文,http://iptv.4666888.xyz/iptv2A.php?id=37 
愛奇藝,http://iptv.4666888.xyz/iptv2A.php?id=21 
靖洋戲劇,http://iptv.4666888.xyz/iptv2A.php?id=42 
靖天電影,http://iptv.4666888.xyz/iptv2A.php?id=56 
東森電影,http://iptv.4666888.xyz/iptv2A.php?id=48 
緯來電影,http://iptv.4666888.xyz/iptv2A.php?id=54 
龍華電影,http://iptv.4666888.xyz/iptv2A.php?id=45 
龍華洋片,http://iptv.4666888.xyz/iptv2A.php?id=60 
風雲恐怖電影,http://iptv.4666888.xyz/iptv2A.php?id=59 
ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50 
梦工场动漫,http://iptv.4666888.xyz/iptv2A.php?id=40 
Duck TV兒童卡通,http://iptv.4666888.xyz/iptv2A.php?id=39 
MOMO親子,http://iptv.4666888.xyz/iptv2A.php?id=49 
金光布袋戲,http://iptv.4666888.xyz/iptv2A.php?id=38 
民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46 
民視影劇,http://iptv.4666888.xyz/iptv2A.php?id=53 
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47 
臺視綜合,http://iptv.4666888.xyz/iptv2A.php?id=51 
東森綜合2,http://iptv.4666888.xyz/iptv2A.php?id=58 
八度空間,http://iptv.4666888.xyz/iptv2A.php?id=52 
韓流美食料理秀,http://iptv.4666888.xyz/iptv2A.php?id=63 
娛樂百分百,http://iptv.4666888.xyz/iptv2A.php?id=64 
綜藝大贏家,http://iptv.4666888.xyz/iptv2A.php?id=65

四季台湾,#genre#
中天新闻,rtmp://home.aceimage.cn/live/xiangjiaoge-ztxw
中天新闻,rtmp://digital-live-pull.zegonetwork.com/live/nb-py-ztxw
中天新闻(备),http://jnzq.ohoyee.com:9080/live/xingjiaoge-ztxw2.m3u8
镜新闻台,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/81c30c93-82df-49c9-975c-61a17204cbba/1.m3u8
TVBS新闻,http://jnzq.ohoyee.com:9080/live/xingjiaoge-tvbsxw.m3u8
寰宇新闻,http://jnzq.ohoyee.com:9080/live/xiangjiaoge-hyxw.m3u8
民視新聞,http://211.72.174.95:8117/0.ts
台视新聞,https://live.wcetv.com/hls/master-ttvnews.m3u8
原視,https://hc9lby9bzw8zcar.wcetv.com/hls/titv.m3u8
中視,http://211.72.174.95:8113/0.ts
華視,http://211.72.174.95:8114/0.ts
公視,http://211.72.174.95:8116/0.ts
民視,http://211.72.174.95:8115/0.ts
台視,http://211.72.174.95:8112/0.ts
東森新聞,http://211.72.174.95:8138/0.ts
凤凰资讯,http://mytvsuper.webn.cc:2052/live/stream-f8063c3794481a17/index.m3u8
台视,http://dbmlasvgas.sylu.net:8880/stream/39363be5-2940-4d89-875a-cea6c9a93369/playlist.m3u8

民视,rtmp://f13h.mine.nu/sat/tv051
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
台视,rtmp://f13h.mine.nu/sat/tv071
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
tvbs,http://61.221.215.25:8800/hls/9/index.m3u8
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
DAZN-体育,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育,rtmp://f13h.mine.nu/sat/tv741
momo'tv,rtmp://f13h.mine.nu/sat/tv761

民视影剧台,https://cdn12.178.indevs.in/163189/73d93f1c22fa91d7
公视戏剧,https://cdn12.178.indevs.in/163189/2973b910e7719c08
采昌影剧台,https://cdn12.178.indevs.in/163189/0a6204ed0261460c
靖天映画,https://cdn12.178.indevs.in/163189/bd4752bd7828b2bf
靖天戏剧台,https://cdn12.178.indevs.in/163189/177d541552f78003
靖天电影台,https://cdn12.178.indevs.in/163189/ed33509e03e78c7a
靖洋戏剧台,https://cdn12.178.indevs.in/163189/25084ef5a2662aad
影迷数位电影台,https://cdn12.178.indevs.in/163189/a643783ec587540e
amc电影台,https://cdn12.178.indevs.in/163189/0bcf9bb8c452e56a
CinemaWorld,https://cdn12.178.indevs.in/163189/6086cfe7a9756110
My Cinema Europe,https://cdn12.178.indevs.in/163189/5bda99f1c049edef
经典电影台,https://cdn12.178.indevs.in/163189/61b8ea35ffce4630
CMusic,https://cdn12.178.indevs.in/163189/d396cb84b6c89889
DreamWorks梦工厂动画,https://cdn12.178.indevs.in/163189/10395eb942c5a9b9
精选动漫台,https://cdn12.178.indevs.in/163189/e1d66f74bd2d4894
金光布袋戏,https://cdn12.178.indevs.in/163189/5479c245d9d580b5

四季台湾2,#genre#
民視第一台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv003&token=https://t.me/GPT_858
民視台灣台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv001&token=https://t.me/GPT_858
中視,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv040&token=https://t.me/GPT_858
華視,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv041&token=https://t.me/GPT_858
客家電視台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv043&token=https://t.me/GPT_858
八大綜藝台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv039&token=https://t.me/GPT_858
愛爾達娛樂台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv070&token=https://t.me/GPT_858
靖天綜合台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv046&token=https://t.me/GPT_858
靖天日本台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv047&token=https://t.me/GPT_858
阿里郎頻道,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv079&token=https://t.me/GPT_858
達文西頻道,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv018&token=https://t.me/GPT_858
靖天卡通台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv044&token=https://t.me/GPT_858
靖洋卡通,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv057&token=https://t.me/GPT_858
E1i-Fun動漫台,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv15&token=https://t.me/GPT_858
東森新聞台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv152&token=https://t.me/GPT_858
華視新聞,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv052&token=https://t.me/GPT_858
民視新聞台,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv13&token=https://t.me/GPT_858
東森財經新聞台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv153&token=https://t.me/GPT_858
中視新聞,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv074&token=https://t.me/GPT_858
中天新聞台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv009&token=https://t.me/GPT_858
寰宇新聞台,https://litv.tzh911.qzz.io/litv.php?id=litv-longturn14&token=https://t.me/GPT_858
民視綜藝台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv004&token=https://t.me/GPT_858
豬哥亮歌廳秀,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv006&token=https://t.me/GPT_858
靖天育樂台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv062&token=https://t.me/GPT_858
靖天國際台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv063&token=https://t.me/GPT_858
靖天歡樂台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv054&token=https://t.me/GPT_858
靖天資訊台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv065&token=https://t.me/GPT_858
古典樂,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv059&token=https://t.me/GPT_858
智林體育台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv101&token=https://t.me/GPT_858
時尚運動,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv014&token=https://t.me/GPT_858
民視旅遊台,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv07&token=https://t.me/GPT_858
環遊旅行家,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv016&token=https://t.me/GPT_858
公視戲劇,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv042&token=https://t.me/GPT_858
民視影劇台,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv09&token=https://t.me/GPT_858
八大精彩台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv034&token=https://t.me/GPT_858
靖天戲劇台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv058&token=https://t.me/GPT_858
靖洋戲劇台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv045&token=https://t.me/GPT_858
視納華仁紀實頻道,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv013&token=https://t.me/GPT_858
采昌影劇台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv049&token=https://t.me/GPT_858
靖天映畫,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv055&token=https://t.me/GPT_858
靖天電影台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv061&token=https://t.me/GPT_858
影迷數位電影台,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv011&token=https://t.me/GPT_858
好消息2台,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv17&token=https://t.me/GPT_858
半島國際新聞台,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv10&token=https://t.me/GPT_858


极速9469,#genre#,DE=3
功夫台,https://test.946985.filegear-sg.me/proxy/d1e9143b859804b8
千禧經典台,https://test.946985.filegear-sg.me/proxy/31368ba8378b5adf
娛樂新聞台,https://test.946985.filegear-sg.me/proxy/19a95b082c7372e5
年代新闻,https://test.946985.filegear-sg.me/proxy/2f4c5ba2e00c4edd
戲曲台,https://test.946985.filegear-sg.me/proxy/98562dfaecb635da
星河頻道,https://test.946985.filegear-sg.me/proxy/e4eda8b9fe5f6076
無綫新聞台,https://test.946985.filegear-sg.me/proxy/0aea173d24cb1a67
美亞電影台,https://test.946985.filegear-sg.me/proxy/bdc068338650cbe8
翡翠台,https://test.946985.filegear-sg.me/proxy/5d5c47fa663940ad
鳳凰衛視中文台,https://test.946985.filegear-sg.me/proxy/262c16de37dff45a
鳳凰衛視資訊台,https://test.946985.filegear-sg.me/proxy/323659c69c899335
鳳凰衛視香港台,https://test.946985.filegear-sg.me/proxy/ba40adf45ca80e66
黃金華劇台,https://test.946985.filegear-sg.me/proxy/4b8aad30b1ac0856
龙祥时代,https://test.946985.filegear-sg.me/proxy/005cf3860426d8bf
Asian Action 亚洲武侠台,https://test.946985.filegear-sg.me/proxy/4e3e3e759980561d
HOYTV,https://test.946985.filegear-sg.me/proxy/ba17d1f96e6841ad
HOY资讯台,https://test.946985.filegear-sg.me/proxy/f8e49c3e309b2c89
Nick Jr.,https://test.946985.filegear-sg.me/proxy/2abbb0c23f525e84
Nickelodeon,https://test.946985.filegear-sg.me/proxy/aa8311cbcf760e45
Now Sports 1,https://test.946985.filegear-sg.me/proxy/87345485371cf0e4
Now Sports 2,https://test.946985.filegear-sg.me/proxy/646c87d53f794245
Now Sports 3,https://test.946985.filegear-sg.me/proxy/b1a7d57c58d4ab94
Now Sports 4,https://test.946985.filegear-sg.me/proxy/1094660c2cfa756e
Now Sports 4K 1,https://test.946985.filegear-sg.me/proxy/9afad48c3fe43840
Now Sports 5,https://test.946985.filegear-sg.me/proxy/024cd94830d883e7
Now Sports 6,https://test.946985.filegear-sg.me/proxy/9de74074708d58be
Now Sports 641,https://test.946985.filegear-sg.me/proxy/6a7b681d439cbdae
Now Sports 651,https://test.946985.filegear-sg.me/proxy/f0ba25a8328f4753
Now Sports 7,https://test.946985.filegear-sg.me/proxy/f2faa128159d1688
Now Sports 精選,https://test.946985.filegear-sg.me/proxy/f7b7ab65facf0c43
Now Sports 英超1台,https://test.946985.filegear-sg.me/proxy/c170b363f3ff846f
Now Sports 英超2台,https://test.946985.filegear-sg.me/proxy/0f8c28bdfbda1282
Now Sports 英超3台,https://test.946985.filegear-sg.me/proxy/747e6af802eb3c46
Now Sports 英超4台,https://test.946985.filegear-sg.me/proxy/f2f4d229b6966797
Now Sports 英超5台,https://test.946985.filegear-sg.me/proxy/e061888d1ddbdff7
Now新闻台,https://test.946985.filegear-sg.me/proxy/0320d778835e2848
