


省市频道源,#group#
淮北经济生活|澜露直播,https://live.hbnews.net/video/ggpd/index.m3u8
淮北新闻|澜露直播,https://live.hbnews.net/video/xwzh/index.m3u8
淮北矿业|澜露直播,http://xcblive.hbcoal.com/3/sd/live.m3u8
黄山公共|澜露直播,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8
黄山新闻|澜露直播,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8
潜山综合|澜露直播,https://qsxw.gov.cn/rtmp_export/video22.m3u8
安徽卫视|澜露直播,https://qsxw.gov.cn/rtmp_export/video11.m3u8
安徽经济|澜露直播,https://ahlive.ahwanyun.cn/live/5c6207583a334b048f77dddf370bd840/hls.m3u8
安徽影视|澜露直播,https://ahlive.ahwanyun.cn/live/8534e69a9af14e41a362bcef71d7896f/hls.m3u8
峨眉电影|澜露直播,http://183.220.20.17:4321/udp/239.11.0.11:5140
肥西新闻综合|澜露直播,http://112.27.235.94:8000/hls/21/index.m3u8
安徽经济生活|澜露直播,http://112.27.235.94:8000/hls/22/index.m3u8
安徽公共|澜露直播,http://112.27.235.94:8000/hls/23/index.m3u8
安徽影视|澜露直播,http://112.27.235.94:8000/hls/24/index.m3u8
安徽综艺体育|澜露直播,http://112.27.235.94:8000/hls/25/index.m3u8
重温经典|澜露直播,http://112.27.235.94:8000/hls/50/index.m3u8
合肥新闻|澜露直播,http://112.27.235.94:8000/hls/18/index.m3u8
合肥生活|澜露直播,http://112.27.235.94:8000/hls/19/index.m3u8
安徽经济生活|澜露直播,http://106.53.99.30/tv/ah.php?id=jjshtv
安徽影视频道|澜露直播,http://106.53.99.30/tv/ah.php?id=ystv
安徽公共频道|澜露直播,http://106.53.99.30/tv/ah.php?id=ggtv
安徽农业科教|澜露直播,http://106.53.99.30/tv/ah.php?id=nykjtv
安徽综艺体育|澜露直播,http://106.53.99.30/tv/ah.php?id=zytytv
安徽国际频道|澜露直播,http://106.53.99.30/tv/ah.php?id=gjtv
安庆新闻综合|澜露直播,http://106.53.99.30/tv/ah.php?id=aqpd
六安综合|澜露直播,http://106.53.99.30/tv/ah.php?id=latv
淮北新闻综合|澜露直播,http://106.53.99.30/tv/ah.php?id=hbxw
宿州新闻综合|澜露直播,http://106.53.99.30/tv/ah.php?id=szxw
芜湖新闻综合|澜露直播,http://106.53.99.30/tv/ah.php?id=whxw
宣城综合|澜露直播,http://106.53.99.30/tv/ah.php?id=xctv
蚌埠新闻|澜露直播,http://106.53.99.30/tv/ah.php?id=bbtv
淮北矿业|澜露直播,http://xcblive.hbcoal.com/3/sd/live.m3u8
淮河新能源|澜露直播,http://play.hhnynews.com/huaihe/online.m3u8?auth_key=1720572937-0-0-ebd6c35757d0771723a94f37aa4b3b99
1905环球经典|澜露直播,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905b
1905国产佳片|澜露直播,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905电影网|澜露直播,http://php.jdshipin.com:8880/1905.php?id=1905dy
经典影艺|澜露直播,rtmp://live.gxrb.com.cn/pull/red_movies_0501?m3u8?key=txiptv
安徽经济|澜露直播,https://ahlive.ahwanyun.cn/live/5c6207583a334b048f77dddf370bd840/hls.m3u8
安徽影视|澜露直播,https://ahlive.ahwanyun.cn/live/8534e69a9af14e41a362bcef71d7896f/hls.m3u8
峨眉电影|澜露直播,http://183.220.20.17:4321/udp/239.11.0.11:5140
肥西新闻综合|澜露直播,http://112.27.235.94:8000/hls/21/index.m3u8
安徽经济生活|澜露直播,http://112.27.235.94:8000/hls/22/index.m3u8
安徽公共|澜露直播,http://112.27.235.94:8000/hls/23/index.m3u8
安徽影视|澜露直播,http://112.27.235.94:8000/hls/24/index.m3u8
安徽综艺体育|澜露直播,http://112.27.235.94:8000/hls/25/index.m3u8
重温经典|澜露直播,http://112.27.235.94:8000/hls/50/index.m3u8
合肥新闻|澜露直播,http://112.27.235.94:8000/hls/18/index.m3u8
合肥生活|澜露直播,http://112.27.235.94:8000/hls/19/index.m3u8
七星关电视台|澜露直播,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
广德生活|澜露直播,https://live.gdtv.ah.cn/live/newsTV.m3u8
亳州综合|澜露直播,http://zbbf2.ahbztv.com/live/416.m3u8
亳州农村|澜露直播,http://zbbf2.ahbztv.com/live/418.m3u8
祁门|澜露直播,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8?zshanxd
淮北矿业|澜露直播,http://xcblive.hbcoal.com/3/sd/live.m3u8
淮河新能源|澜露直播,http://play.hhnynews.com/huaihe/online.m3u8?auth_key=1720572937-0-0-ebd6c35757d0771723a94f37aa4b3b99
阜南|澜露直播,https://xhmm-new-live.media.xinhuamm.net/liveNoRecord/a42bf9ee9c224a44a393aafc33990c78_111ae5a842ff4b32ab277ed1d9e216c5.m3u8?auth_key=2017017629-3866c768f70a4b47a2352f7b746e7bc1-0-1470ba4cbd641cbe479da8838d3396da
泾县新闻|澜露直播,https://apisave.jxnn.cn/hls/xwzonhe/playlist.m3u8 
芜湖新闻综合|澜露直播,http://38.75.136.137:82/live1/hoge.m3u8?ip=ahwhtv&id=7&usign=93AynXLPWngxAwDWteZS7g
芜湖生活|澜露直播,http://38.75.136.137:82/live1/hoge.m3u8?ip=ahwhtv&id=9&usign=93AynXLPWngxAwDWteZS7g
无为|澜露直播,https://ahlive.ahwanyun.cn/live/3065a7fde2f9429fb63898670bec988e/hls.m3u8
马鞍山科教|澜露直播,https://live.masbcx.cn/fe60c7f6a746404590186208394ceb43/935bce782af148c18a8048eabb0d7afa.m3u8?auth_key=2334657804-859d6a4ae6094480b20ff635612cd14d-0-8151ea4280c5f6a71fad438456ffa6df
马鞍山综合|澜露直播,https://live.masbcx.cn/37da93f77452420d8990a9e91d865b81/94a165a5a7104676b7c68e39b4917d20.m3u8?auth_key=2334657789-9dd6b0079eb842f3a29bba1254dfedc3-0-2175f4b991c6e69d890d998237654a14 
安庆经济生活|澜露直播,https://aq-live.media.xinhuamm.net/r/ed093a3514bd4174b1dbd5af8a8e0a9c.m3u8?auth_key=2341308528-0-0-1d8df1d541b495f33875e247c9300fc1
安庆新闻|澜露直播,https://aq-live.media.xinhuamm.net/r/252b77197b104e1aa2456481204fb656.m3u8?auth_key=2341308330-0-0-4e8ffbdb0c0dcfab23e1b8962730f59d 
阜阳都市文艺|澜露直播,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2854.m3u8?auth_key=4835990545-0-0-80a02249988a1cd7a605401bb3a97442&extra_key=ohSJKJdeEa3QQlgmBxpudi6ezxha2e0nc6NZj3SHRORmaEFCgqd6yS2lGW3j-QQf56tTLDfQMDwAAnYcmDicXDRhX7-vqQx3Y2n2ERhE5FWfT3X--ob2iuEq3JtYdHC_ndaPCeOBQdXbH--HpXp2yu84RkSRTHg6mejJ52Qu7did-D4rWp9iydThnLbjeQ_1 
阜阳生活频道|澜露直播,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2853.m3u8?auth_key=4835990486-0-0-dcdb6cc0aee871a664044ee7a3e83308&extra_key=jiEx28IYtuWJ1_w9kBTIOKIb4qAj8AdUpC907-3A-1heP_ZkcC9shKy2LFM4R9AiQLgQILrQJL1arILWCMAAizwLLRfZ5JckaokxNmuSv2KZs6SyYxsEki45eCNOFysmPiq_XKQRYYjgnOQiBte9knM20QVSjr7_kfGY0ZMQJoKWXhwFqOC7MaahYRl6X9Bv 
阜阳教育频道|澜露直播,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2852.m3u8?auth_key=4835990057-0-0-017419faa93529a4aa5fc283632732ca&extra_key=vQshsQkSOG1FT9Mb763SReA_ScJbWZE1GdTHuMtghVIye3UhXJWOF-WqFU3cuQ-uD1nO3QrpvlmEGnULzFj7L_nbUOgIFmahrvO-Mu8U3Rx4MRBSMj7QUjXKdwK-4_tfiHF9qHU4TLF_9Q9bpL7Sk2xp6AMy4uMlD3O5Hmrnu1w2QzhRwTPxeTmKO9iTZamR 
六安综合|澜露直播,http://38.75.136.137:82/live2/ahtv2.m3u8?id=ahlatv1&usign=93AynXLPWngxAwDWteZS7g
宣城综合|澜露直播,http://38.75.136.137:82/live2/ahtv2.m3u8?id=ahxctv1&usign=93AynXLPWngxAwDWteZS7g
淮南综合|澜露直播,https://ahlive.ahwanyun.cn/live/8f025f302a3441f4b5a45ad4f06b42cb/hls.m3u8
蒙城|澜露直播,https://p2hs.vzan.com/200263/698384284379943742/live.m3u8?zbid=200263&tpid=1914190744
宿松新闻|澜露直播,rtmp://52181.lssplay.aodianyun.com/tv_radio_52181/tv_channel_3390?auth_key=4849469644-0-0-4ebac1aa7b06c07197e6a43bb43b3fa7 
宿松文艺|澜露直播,rtmp://52181.lssplay.aodianyun.com/tv_radio_52181/tv_channel_3389?auth_key=4849469668-0-0-a08583749fce624e9ff690c859fcf8ae
岳西|澜露直播,https://ahlive.ahwanyun.cn/live/7e6dc3845c124c85999bcb4ae2eeddf7/hls.m3u8 
金寨|澜露直播,http://file.kanjinzhai.cn/hls/jinzhaixw/playlist.m3u8
蚌埠新闻|澜露直播,http://38.75.136.137:82/live2/ahtv2.m3u8?id=ahbbtv1&usign=93AynXLPWngxAwDWteZS7g





广西地区,#genre#


广西新闻|澜露直播,http://36.136.38.87:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺|澜露直播,http://36.136.38.87:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视|澜露直播,http://36.136.38.87:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市|澜露直播,http://36.136.38.87:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
南宁新闻HD|澜露直播,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁文旅HD|澜露直播,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视HD|澜露直播,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁公共HD|澜露直播,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
广西综艺|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.3:4056
广西都市|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.4:4056
广西新闻|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.5:4056
广西影视|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.7:4056
广西移动|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.216:4056

南宁综合,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁公共,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁文旅,https://hls.nntv.cn/nnlive/WLSH_24.m3u8
刘三姐轮播,rtmp://live.gxrb.com.cn/hls/lsj
刘三姐轮播,rtmp://live.gxxw.cn/hls/lsj
电影轮播,rtmp://live.gxrb.com.cn/pull/red_movies_0501
电影轮播,rtmp://live.gxxw.cn/pull/red_movies_0501
乐业综合,rtmp://live.gxrb.com.cn/gx/leye
乐业综合,rtmp://live.gxxw.cn/gx/leye
全州综合,rtmp://live.gxrb.com.cn/gx/quanzhou
兴安综合,rtmp://live.gxrb.com.cn/gx/xingan
凭祥综合,rtmp://live.gxrb.com.cn/gx/pingxiang
凭祥综合,rtmp://live.gxxw.cn/gx/pingxiang
博白综合,rtmp://live.gxrb.com.cn/hls/a22
博白综合,rtmp://live.gxxw.cn/hls/a22
天等综合,rtmp://live.gxrb.com.cn/gx/tiandeng
天等综合,rtmp://live.gxxw.cn/gx/tiandeng
容县电视,rtmp://live.gxrb.com.cn/gx/rongxian
容县电视,rtmp://live.gxxw.cn/gx/rongxian
岑溪综合,rtmp://live.gxrb.com.cn/gx/cenxi
岑溪综合,rtmp://live.gxxw.cn/gx/cenxi
昭平综合,rtmp://live.gxrb.com.cn/gx/zhaoping
昭平综合,rtmp://live.gxxw.cn/gx/zhaoping
来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
来宾新闻,http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8
灵山综合,rtmp://live.gxrb.com.cn/gx/lingshan
田东综合,rtmp://live.gxrb.com.cn/gx/tiandong
田东综合,rtmp://live.gxxw.cn/gx/tiandong
田阳综合,rtmp://live.gxrb.com.cn/gx/tianyang

融水综合,rtmp://live.gxrb.com.cn/gx/rongshui
融水综合,rtmp://live.gxxw.cn/gx/rongshui
西林综合,rtmp://live.gxrb.com.cn/gx/xilin
西林综合,rtmp://live.gxxw.cn/gx/xilin
都安综合,rtmp://live.gxrb.com.cn/gx/duan
都安综合,rtmp://live.gxxw.cn/gx/duan
钦州综合,http://stream.gxqzxw.com/qztv/zhhd/live.m3u8
钦州公共,http://stream.gxqzxw.com/qztv02/gghd/live.m3u8
隆林综合,rtmp://live.gxrb.com.cn/gx/longlin
靖西综合,rtmp://live.gxrb.com.cn/gx/jingxi
靖西综合,rtmp://live.gxxw.cn/gx/jingxi
北海新闻综合|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.154:4056
百色综合|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.149:4056
百色综合|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.150:4056
防城港新闻综合|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.151:4056
崇左综合|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.218:4056
贺州综合|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.163:4056
钦州综合|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.164:4056
梧州新闻综合|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.176:4056
柳州新闻综合|澜露直播,http://media.lzqp.com:4022/udp/239.81.0.175:4056
来宾综合|澜露直播,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
来宾新闻|澜露直播,http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8



黑莓电影|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225740/index.m3u8?servicetype=1
黑莓动画|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225710/index.m3u8?servicetype=1
哒啵赛事|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225760/index.m3u8?servicetype=1
哒啵电竞|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225880/index.m3u8?servicetype=1
睛彩竞技|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225972/index.m3u8?servicetype=1
睛彩篮球|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225961/index.m3u8?servicetype=1
睛彩青少|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226055/index.m3u8?servicetype=1
睛彩广场舞|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226326/index.m3u8?servicetype=1
古装剧场|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225706/index.m3u8?servicetype=1
动作电影|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225703/index.m3u8?servicetype=1
军旅剧场|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225727/index.m3u8?servicetype=1
家庭剧场|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225743/index.m3u8?servicetype=1
惊悚悬疑|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225746/index.m3u8?servicetype=1
热播精选|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225763/index.m3u8?servicetype=1
精品综合|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225733/index.m3u8?servicetype=1
爱情喜剧|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225698/index.m3u8?servicetype=1
精品大剧|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225737/index.m3u8?servicetype=1
中国功夫|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225690/index.m3u8?servicetype=1
金牌综艺|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225755/index.m3u8?servicetype=1
军事评论|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225749/index.m3u8?servicetype=1
农业致富|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225687/index.m3u8?servicetype=1
精品纪录|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225681/index.m3u8?servicetype=1
怡伴健康|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225684/index.m3u8?servicetype=1
精品体育|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225724/index.m3u8?servicetype=1
潮妈辣婆|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225709/index.m3u8?servicetype=1
炫舞未来|澜露直播,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225973/index.m3u8?servicetype=1













新疆地区,#genre#
克拉玛依维语综合|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8
五师综合|澜露直播,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
五师双河|澜露直播,http://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8
五家渠综合频道|澜露直播,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
新星综合|澜露直播,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
克拉玛依影视剧场|澜露直播,http://klmysjtzb.rcsxzx.com/hls/klmy3.m3u8
克拉玛依汉语综合|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
石河子新闻综合|澜露直播,http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
哈密一套|澜露直播,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b.flv
哈密一套|澜露直播,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b/playlist.m3u8
哈密二套|澜露直播,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711.flv
哈密二套|澜露直播,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711/playlist.m3u8
哈密三套|澜露直播,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44.flv
哈密三套|澜露直播,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44/playlist.m3u8
塔城一套|澜露直播,http://218.84.35.38:3000/m3u8/live/tctv-1/index.m3u8
塔城二套|澜露直播,http://218.84.35.38:3000/m3u8/live/tctv-2/index.m3u8
塔城三套|澜露直播,http://218.84.35.38:3000/m3u8/live/tctv-3/index.m3u8
布尔津汉语综合|澜露直播,https://st-video.xjmty.com/fs/livedit/6fc961a3e0f06313/c9338510613c6394.m3u8
布尔津哈语综合|澜露直播,https://st-video.xjmty.com/fs/livedit/e55abfa37af26e19/8ce9971c2177b3dd.m3u8
阜康新闻综合|澜露直播,http://120.69.17.15:50002/live/test1.m3u8
福海维语综合|澜露直播,http://222.81.86.42:8060/hls/ch4/ch4.m3u8
兵团五师双河新闻综合|澜露直播,https://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
兵团五师双河影视|澜露直播,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8
兵团十四师昆玉综合|澜露直播,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8
可克达拉综合|澜露直播,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8?zxinjd
可克达拉综合|澜露直播,http://test5.btzx.com.cn:80/live/kkdl.stream/playlist.m3u8
奎屯哈萨克语|澜露直播,http://218.84.12.186:8002/hls/main/playlist.m3u8
奎屯汉语综合|澜露直播,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆伊犁维吾尔|澜露直播,http://110.153.180.106:55555/out_2/index.m3u8
新疆伊犁哈萨克|澜露直播,http://110.153.180.106:55555/out_3/index.m3u8
新疆伊犁经济法制|澜露直播,http://110.153.180.106:55555/out_1/index.m3u8
新疆可克达拉综合|澜露直播,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8
新疆克拉玛依汉语综合|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
新疆克拉玛依维语综合|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8
新疆克拉玛依影院|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy3.m3u8
新疆可克达拉综合|澜露直播,http://test5.btzx.com.cn:80/live/kkdl.stream/playlist.m3u8
新疆奎屯汉语综合|澜露直播,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆巴音郭楞州1|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
新疆巴音郭楞州2|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel102433/playlist.m3u8
新疆巴音郭楞州3|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8
新疆巴音郭楞州4|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8
双河综合|澜露直播,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
五家渠综合|澜露直播,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
新星综合|澜露直播,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
玛纳斯综合|澜露直播,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
和田综合|澜露直播,http://livehtrmt.chinamcache.com/live/htzb1.m3u8?txSecret=2efa149b9b51399cddb510ee38ec477d&txTime=6631F764
和田维语综合|澜露直播,http://livehtrmt.chinamcache.com/live/htzb4.m3u8?txSecret=2e647e4346e83356f25c91bb17079819&txTime=6631F764
和田影视|澜露直播,http://livehtrmt.chinamcache.com/live/htzb2.m3u8?txSecret=9669dd78bd27d6b2218d74c386c52fc7&txTime=6631F764
和田维语影视|澜露直播,http://livehtrmt.chinamcache.com/live/htzb3.m3u8?txSecret=049b5e3cb4e70b1931e02eeba33ed6a5&txTime=6631F764
新疆伊犁维吾尔|澜露直播,http://110.153.180.106:55555/out_2/index.m3u8
新疆伊犁哈萨克|澜露直播,http://110.153.180.106:55555/out_3/index.m3u8
新疆伊犁经济法制|澜露直播,http://110.153.180.106:55555/out_1/index.m3u8
新疆可克达拉综合|澜露直播,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8
新疆克拉玛依汉语综合|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
新疆克拉玛依维语综合|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8
新疆克拉玛依影院|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy3.m3u8
新疆可克达拉综合|澜露直播,http://test5.btzx.com.cn:80/live/kkdl.stream/playlist.m3u8
新疆奎屯汉语综合|澜露直播,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆巴音郭楞州1|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
新疆巴音郭楞州2|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel102433/playlist.m3u8
新疆巴音郭楞州3|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8
新疆巴音郭楞州4|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8
双河综合|澜露直播,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
五家渠综合|澜露直播,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
新星综合|澜露直播,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
玛纳斯综合|澜露直播,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
和田综合|澜露直播,http://livehtrmt.chinamcache.com/live/htzb1.m3u8?txSecret=2efa149b9b51399cddb510ee38ec477d&txTime=6631F764
和田维语综合|澜露直播,http://livehtrmt.chinamcache.com/live/htzb4.m3u8?txSecret=2e647e4346e83356f25c91bb17079819&txTime=6631F764
和田影视|澜露直播,http://livehtrmt.chinamcache.com/live/htzb2.m3u8?txSecret=9669dd78bd27d6b2218d74c386c52fc7&txTime=6631F764
和田维语影视|澜露直播,http://livehtrmt.chinamcache.com/live/htzb3.m3u8?txSecret=049b5e3cb4e70b1931e02eeba33ed6a5&txTime=6631F764
哈密1|澜露直播,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b.flv 
哈密2|澜露直播,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711.flv
哈密3|澜露直播,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44.flv
新疆伊犁维吾尔|澜露直播,http://110.153.180.106:55555/out_2/index.m3u8
新疆伊犁哈萨克|澜露直播,http://110.153.180.106:55555/out_3/index.m3u8
新疆伊犁经济法制|澜露直播,http://110.153.180.106:55555/out_1/index.m3u8
新疆可克达拉综合|澜露直播,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8
新疆克拉玛依汉语综合|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
新疆克拉玛依维语综合|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8
新疆克拉玛依影院|澜露直播,https://klmyzb.rcsxzx.com/hls/klmy3.m3u8
新疆可克达拉综合|澜露直播,http://test5.btzx.com.cn:80/live/kkdl.stream/playlist.m3u8
新疆奎屯汉语综合|澜露直播,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆巴音郭楞州1|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
新疆巴音郭楞州2|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel102433/playlist.m3u8
新疆巴音郭楞州3|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8
新疆巴音郭楞州4|澜露直播,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8
双河综合|澜露直播,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
五家渠综合|澜露直播,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
新星综合|澜露直播,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
玛纳斯综合|澜露直播,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
和田综合|澜露直播,http://livehtrmt.chinamcache.com/live/htzb1.m3u8?txSecret=2efa149b9b51399cddb510ee38ec477d&txTime=6631F764
和田维语综合|澜露直播,http://livehtrmt.chinamcache.com/live/htzb4.m3u8?txSecret=2e647e4346e83356f25c91bb17079819&txTime=6631F764
和田影视|澜露直播,http://livehtrmt.chinamcache.com/live/htzb2.m3u8?txSecret=9669dd78bd27d6b2218d74c386c52fc7&txTime=6631F764
和田维语影视|澜露直播,http://livehtrmt.chinamcache.com/live/htzb3.m3u8?txSecret=049b5e3cb4e70b1931e02eeba33ed6a5&txTime=6631F764
哈密1|澜露直播,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b.flv 
哈密2|澜露直播,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711.flv
哈密3|澜露直播,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44.flv
塔城1|澜露直播,http://218.84.35.38:3000/m3u8/live/tctv-1/index.m3u8 
塔城2|澜露直播,http://218.84.35.38:3000/m3u8/live/tctv-2/index.m3u8 
布尔津1|澜露直播,https://st-video.xjmty.com/fs/livedit/6fc961a3e0f06313/c9338510613c6394.m3u8
